0, 159, 256
1, 338, 65
2, 338, 65
3, 338, 65
4, 338, 65
5, 338, 65
6, 338, 65
7, 338, 65
8, 338, 65
9, 338, 65
10, 338, 65
11, 339, 65
12, 339, 65
13, 339, 65
14, 339, 65
15, 339, 65
16, 339, 65
17, 339, 65
18, 339, 65
19, 339, 65
20, 339, 65
21, 339, 65
22, 339, 65
23, 339, 65
24, 339, 65
25, 339, 65
26, 339, 65
27, 339, 65
28, 339, 65
29, 339, 65
30, 339, 65
31, 339, 65
32, 339, 65
33, 339, 65
34, 340, 65
35, 340, 65
36, 339, 65
37, 339, 65
38, 339, 65
39, 339, 65
40, 339, 65
41, 339, 65
42, 339, 65
43, 339, 65
44, 340, 65
45, 340, 65
46, 340, 65
47, 340, 65
48, 340, 65
49, 340, 65
50, 340, 65
51, 340, 65
52, 340, 65
53, 340, 65
54, 340, 65
55, 340, 65
56, 341, 65
57, 341, 65
58, 341, 65
59, 341, 65
60, 341, 65
61, 341, 65
62, 341, 65
63, 341, 65
64, 341, 65
65, 341, 65
66, 341, 65
67, 341, 65
68, 341, 65
69, 341, 65
70, 341, 65
71, 341, 65
72, 341, 65
73, 341, 65
74, 341, 65
75, 341, 65
76, 341, 65
77, 341, 65
78, 341, 65
79, 341, 65
80, 341, 65
81, 341, 65
82, 341, 65
83, 341, 65
84, 341, 65
85, 341, 65
86, 341, 65
87, 341, 65
88, 341, 65
89, 341, 65
90, 341, 65
91, 341, 65
92, 341, 65
93, 341, 65
94, 341, 65
95, 341, 65
96, 341, 65
97, 341, 65
98, 341, 65
99, 340, 65
100, 340, 65
101, 339, 65
102, 339, 65
103, 340, 65
104, 340, 65
105, 340, 65
106, 340, 65
107, 340, 66
108, 340, 66
109, 340, 66
110, 340, 66
111, 340, 66
112, 340, 66
113, 340, 66
114, 340, 66
115, 340, 66
116, 340, 66
117, 340, 66
118, 340, 66
119, 340, 66
120, 340, 66
121, 340, 66
122, 340, 66
123, 340, 66
124, 340, 66
125, 339, 66
126, 339, 66
127, 339, 66
128, 339, 65
129, 339, 65
130, 339, 65
131, 339, 65
132, 339, 66
133, 339, 66
134, 339, 66
135, 339, 66
136, 339, 66
137, 339, 66
138, 339, 66
139, 339, 66
140, 339, 66
141, 339, 66
142, 339, 66
143, 339, 66
144, 339, 66
145, 339, 66
146, 339, 66
147, 339, 66
148, 339, 66
149, 339, 66
150, 339, 65
151, 339, 65
152, 339, 65
153, 339, 65
154, 339, 65
155, 339, 65
156, 339, 65
157, 339, 65
158, 339, 65
159, 339, 65
160, 340, 65
161, 340, 65
162, 340, 65
163, 340, 65
164, 340, 65
165, 340, 65
166, 340, 65
167, 339, 65
168, 339, 65
169, 339, 65
170, 338, 65
171, 338, 65
172, 338, 65
173, 338, 65
174, 338, 65
175, 338, 65
176, 338, 65
